"","m.Num.Cable Tripped","m.Num.Fire","m.Num.Hurricane Lily","m.Num.Ice Storm","m.Num.Interruption of Firm Load","m.Num.Interruption of Firm Power","m.Num.Interruption of Firm Power (Unit Tripped)","m.Num.Severe Weather","m.Num.Vandalism/ Insulators","m.Num.Winter Storm","m.Num.Breaker Closed","m.Num.Breaker Failure","m.Num.Cable Failure","m.Num.Cyber Threat From Internet ","m.Num.Earthquake","m.Num.Fault on 138 KV line","m.Num.Flood","m.Num.High Winds","m.Num.Hurricane Claudette","m.Num.Hurricane Isabel","m.Num.Major Wind Storm","m.Num.Public Appeal ","m.Num.Relaying Malfunction","m.Num.Severe Storm ","m.Num.Severe Storms","m.Num.Severe Thunderstorms","m.Num.Storm with High Winds","m.Num.Tornado","m.Num.Transmission  Equipment","m.Num.Transmission Equipment","m.Num.Tropical Storm Bill","m.Num.Unit Tripped","m.Num.Unknown *","m.Num.Vandalism","m.Num.Wild Fire","m.Num.Wild Fire Ð Transmission Equipment","m.Num.Wind Storm","m.Num.Winter Ice Storm","m.Num.NA","m.Num.Fault at Barre Substation","m.Num.Fault on Line","m.Num.Faulty Switch","m.Num.Fire/Substation Multiple Public Appeals","m.Num.Fuel Supply Deficiency - Williams Company: Event for Trans Continental Gas Pipeline","m.Num.Heat Storm","m.Num.Heavy Rain and Wind Storm","m.Num.Heavy Snow, High Winds and Rain/Major Distribution System Interruption","m.Num.High Wind Gusts","m.Num.High Winds - Severe Storm","m.Num.High Winds and Heavy Rains","m.Num.Hurricane Charley","m.Num.Hurricane Frances","m.Num.Hurricane Ivan","m.Num.Hurricane Jeanne","m.Num.Inadequate Resources","m.Num.Lightning struck Intertie Breaker ","m.Num.Load Shedding","m.Num.Major Freezing Rain and Ice Storm","m.Num.Major Transmission Distribution System Interruption","m.Num.Major Transmission Line Tripped due to Lightning Strike","m.Num.Public Appeal  ","m.Num.Public Appeal to Reduce Load","m.Num.Public Appeal/Breaker Failure and Fire","m.Num.Public Appeals","m.Num.Public Appeals ","m.Num.Severe  Thunderstorms with Strong Winds","m.Num.Severe Storm","m.Num.Severe Storm with High Wind Gusts","m.Num.Severe Storms with Strong Winds","m.Num.Severe Thunderstorms with Strong Winds","m.Num.Severe Weather/Line Relayed","m.Num.Snow Storm","m.Num.Strong Thunderstorms","m.Num.Strong Winds","m.Num.Switch Error Concerning Breakers","m.Num.Thunderstorms","m.Num.Tropical Storm Gaston","m.Num.Two Large Units Tripped","m.Num.Units Tripped","m.Num.Unplanned Generator Outage/High Loads Made Public Appeal","m.Num.Wildfire","m.Num.Wildfire/Shed Interruptible Load","m.Num.Breaker protection cable accidentally cut","m.Num.CA ISO  Stage 2 -Initiated interruption of Air Conditioner Cycling Interruptible Load Program","m.Num.CA ISO Stage 2 -Initiated interruption of Air Conditioner Cycling Interruptible Load Program","m.Num.CAISO determined there was  inadequate electric resources to serve load.  Public appeals and a shedding of interruptible and firm load occurred.","m.Num.CAISO initiated interruption of  interruptible and firm load due to declaration of  Transmission Emergency in Southern California","m.Num.High Winds/Tornados","m.Num.Hurricane Dennis","m.Num.Hurricane Katrina","m.Num.Hurricane Katrina ","m.Num.Hurricane Katrina  disrupted normal gas allotment through natural gas pipelines (FGT & Gulf stream). Public appeals for conservation were issued.","m.Num.Hurricane Katrina disrupted fuel supply in the Gulf of Mexico. Public appeals for conservation were issued.","m.Num.Hurricane Katrina disrupted normal gas supplies distribution. Public appeals for conservation were issued.","m.Num.Hurricane Ophelia","m.Num.Hurricane Rita","m.Num.Hurricane Rita  disrupted normal gas allotment through natural gas pipelines (FGT & Gulf stream). Public Appeals for conservation were issued.","m.Num.Hurricane Rita disrupted fuel supply in the Gulf of Mexico. Public Appeals for conservation were issued.","m.Num.Hurricane Wilma","m.Num.Hurricane Wilma ","m.Num.Plant Tripped","m.Num.Severe Thunderstorm","m.Num.Tropical Storm Cindy","m.Num.Voltage Reduction/Load Shed","m.Num.Declared Energy Emergency Alert 2/Heat Wave","m.Num.Earthquakes","m.Num.HIgh Winds","m.Num.Inadequate Electric Resources to Serve Load","m.Num.Lightning Storm","m.Num.Lightning Storms/Tripped Lines","m.Num.Lightning Strike","m.Num.Load Reduction/Public Appeals Made","m.Num.Load Shed","m.Num.Load Shed/ Declared EECP","m.Num.Load Shed/Declared EECP","m.Num.Load Shed/Made Public Appeals/Rolling Blackouts","m.Num.Made Public Appeals","m.Num.Made Public Appeals/Heat Wave","m.Num.Main Power Transformer Failure/Voltage Reduction/Fire","m.Num.Major Snow Storm","m.Num.Major Storms/Tornadoes","m.Num.Severe Lightning Storms","m.Num.Severe Snow Storm","m.Num.Severe Storms (3) (Many customers experienced multiple outages.)","m.Num.Severe Thunderstorm/ Snow/Ice Storm","m.Num.Severe Weather/ Tornadoes","m.Num.Severe Weather/Public Appeals Made/Voltage Reduction","m.Num.Severe Windstorm","m.Num.Severe Winter Storm","m.Num.Shed Firm Load","m.Num.Shed Firm Load/ Reduced Voltage","m.Num.Shed Firm Load/Reduced Voltage","m.Num.System Wide Voltage Reduction","m.Num.Transmission Equipment Failure/Fire","m.Num.Transmission Equipment/Fire","m.Num.Tropical Storm Ernesto","m.Num.Wet Snow/Winds","m.Num.Widespread Heat Wave/CAISO  Implementation of Stage 2 Electrical Emergency Plan","m.Num.Widespread Heat Wave/CAISO Implementation of Stage 2 Electrical Emergency Plan","m.Num.Widespread Heat Wave/Public Appeals Made","m.Num.Wind/Snow Storm","m.Num.Winter Snow/Ice Storm","m.Num.Brush Fire/Load Shedding","m.Num.Brush Fire/Load Shedding/Implemented Emergency Alert","m.Num.Declared Energy Emergency Alert 1/Heat wave","m.Num.Declared Energy Emergency Alert2/Heat Wave","m.Num.Electrical Separation/Load Shedding/Made Public Appeal","m.Num.Electrical System Separation","m.Num.Electrical System Separation/Load Shedding/ Implemented Emergency Alert/ Severe Storms","m.Num.Electrical System Separation/Load Shedding/ Implemented Emergency Alert/Severe Storms","m.Num.Fire/Load Shedding","m.Num.Heavy Snow Storm","m.Num.High Temperatures/Made Public Appeals","m.Num.Hurricane Humberto","m.Num.Ice/Wind Storm","m.Num.Lightning","m.Num.Loss of Load","m.Num.Made Public Appeal","m.Num.Major Storm","m.Num.Major Storms","m.Num.Major Windstorm","m.Num.Public Appeal","m.Num.Severe Weather/Transmission Fault-Units Tripped","m.Num.Shed Load","m.Num.Trip of a Unit","m.Num.Tropical Storm","m.Num.Voltage Reduction","m.Num.Voltage Reduction/Made Public Appeal","m.Num.Voltage Reduction/Made Public Appeal/Fuel Deficiency","m.Num.Brush Fire/Lines Loss/Transmission Emergency Declared","m.Num.Brush Fire/Shed Firm Load","m.Num.Declared Energy Emergency Alert 1/Made Public Appeals","m.Num.Declared Stage 1 Electric Emergency/Made Public Appeal","m.Num.Electric System Separation","m.Num.Electric System Separation/Severe Lightning Storms","m.Num.Electrical System Separation/Severe Lightning Storms","m.Num.Electrical System Separation/Severe Thunderstorms","m.Num.Equipment Failure/Made Public Appeal","m.Num.Equipment Faulted","m.Num.Exciter Faulted","m.Num.Fire/Breaker Failure","m.Num.Flooding and Uncontrolled Loss","m.Num.Fuel Supply Curtailed","m.Num.Fuel Supply Deficiency","m.Num.Fuel Supply Emergency-Low Coal Inventory Levels","m.Num.Heat Wave/Potential Fire Threat/Made Public Appeals","m.Num.Hurricane Dolly","m.Num.Hurricane Gustav","m.Num.Hurricane Ike","m.Num.Indequate Electric Resources to Serve Load","m.Num.Indequate Electric Resources to Serve Load/Public Appeal","m.Num.Lightning Stirke/Uncontrolled Loss of Load","m.Num.Lightning/Transmission Equipment Damage","m.Num.Lines Loss/Transmission","m.Num.Load Shedding, Inadequate Electric Resources to Serve Load","m.Num.Load Shedding/Voltage Reduction","m.Num.Severe Wind Storm","m.Num.Shed Firm Load/Voltage Reduction","m.Num.Storm","m.Num.Thunderstorms/Uncontrolled Loss of Load","m.Num.Transmission Equipment Failure","m.Num.Transmission Equipment Failure/Load Shedding","m.Num.Tropical Depression Ike","m.Num.Tropical Storm Fay","m.Num.Tropical Storm Hanna","m.Num.Uncontrolled Loss","m.Num.Under Frequency/Load Shedding","m.Num.Wild Land Fire","m.Num.Wind/Ice Storm","m.Num.Windstorm","m.Num.Complete Electric System Failure","m.Num.Failure of Computer Hardware Used for Monitoring","m.Num.Forced Outage Equipment Failure","m.Num.High Winds and Rain","m.Num.High Winds/Rain","m.Num.Highwinds","m.Num.Ice","m.Num.Ice/Snow Storm","m.Num.Load Shed/Made Public Appeals","m.Num.Loss of Part of Substation","m.Num.Substation Load Interruption","m.Num.Switching Failure","m.Num.Transformer Faulted/Unit Tripped","m.Num.Transmission System Interruption","m.Num.Transmission Tripped","m.Num.Tropical Storm Ida","m.Num.Unit Shut Down","m.Num.Breakers Tripped","m.Num.Electrical System Separation-Islanding","m.Num.Electrical System Separation - Islanding","m.Num.Electrical System Separation (Islanding)","m.Num.Firm Load Shed","m.Num.Firm System Load Loss","m.Num.Firm System Load Shed","m.Num.Fuel Supply Deficiency (Hydro)","m.Num.Fuel Supply Defiency","m.Num.Generator Tripped","m.Num.High Winds and Flooding","m.Num.High Winds and rain","m.Num.Ice Storm/Electrical System Separation","m.Num.Interruptible Load Shed","m.Num.Interruptible Load Shed/Made Public Appeals","m.Num.Loss of Transmission Equipment","m.Num.Low Flying Helicopter","m.Num.Made Public Appeal - System Drill","m.Num.Made Public Appeal/Transmission Equipment Failure","m.Num.Rain and High Winds","m.Num.Shed Interruptible Load, Wildfire","m.Num.Snow and High Winds","m.Num.Strong Winds, Tornadoes","m.Num.Transformer Outage","m.Num.Transmission Equipment Failure/Interruptible Load Shed","m.Num.Transmission Equipment/Firm System Load","m.Num.Voltage Reduction (System Test)","m.Num.Actual Physical Attack","m.Num.Cold Weather Event","m.Num.Distribution System Interruption","m.Num.Electrical Fault at Generator","m.Num.Equipment Malfunction","m.Num.Fuel Supply Deficiency (Coal)","m.Num.Fuel Supply Deficiency (Natural Gas)","m.Num.Generation Inadequacy/Load Shed","m.Num.Generation Inadequacy; Load Shed","m.Num.Generation Inadequacy; Load Shed; Electrical System Separation (Islanding)","m.Num.Load Shed/ Automatic undervoltage relay action","m.Num.Major System Interruption/Load Shed","m.Num.Physical Attack","m.Num.Public Appeal to Reduce Electricity Usage","m.Num.Severe Weather - High Winds","m.Num.Suspected Cyber Attack","m.Num.Suspected Physical Attack","m.Num.Suspected Sabotage","m.Num.Suspected Telecommunications Attack","m.Num.Suspicious Activity","m.Num.Transmission Level Interruption","m.Num.Transmission Level Outage","m.Num.Transmission/Distribution Interruption; Load Shed; Generation Inadequacy","m.Num.Energy Deficiency Alert","m.Num.Equipment Trip & Failure","m.Num.Fuel Supply Deficiency (Water)","m.Num.Load Shed/Severe Weather  - Lightning Storm","m.Num.Operational Failure/Equipment Malfunction","m.Num.Operational Failure; Storm Damage","m.Num.Physical Attack; Vandalism","m.Num.Public Appeal to Reduce Energy Usage","m.Num.Sabotage","m.Num.Severe Weather - Cold Front, High Winds","m.Num.Severe Weather - Dust Storm; Load Shed Event","m.Num.Severe Weather - Hurricane Isaac","m.Num.Severe Weather - Hurricane Sandy","m.Num.Severe Weather - Nor'easter","m.Num.Severe Weather - Thunderstorm","m.Num.Severe Weather - Thunderstorms","m.Num.Severe Weather - Tornadoes ","m.Num.Severe Weather - TS Isaac","m.Num.Severe Weather - Wind & Rain","m.Num.Severe Weather - Wind & Storms","m.Num.Severe Weather - Winter Storm","m.Num.Severe Weather  ","m.Num.Severe Weather; Equipment Failure","m.Num.Suspected physical attack","m.Num.Transmission Interruption","m.Num.Vandalism   ","m.Num.Vandalism; Theft","m.Num.Vandalsim","m.Num.Cyber Event with Potential to Cause Impact","m.Num.Distribution Interruption","m.Num.Electrical System Separation (Islanding","m.Num.Electrical System Separation (Islanding); Severe Weather","m.Num.Equipment Failure","m.Num.Equipment Failure; Transmission System Interruption","m.Num.Fuel Supply Emergencies (Coal)","m.Num.Fuel Supply Emergency - Petroleum","m.Num.Fuel Supply Emergency (Natural Gas & Fuel Oil)","m.Num.Fuel Supply Emergency (Natural Gas)","m.Num.Generator Trip; Load Shed","m.Num.Generator Trip; Load Shed 100+ MW","m.Num.Generator Trip; Voltage Reduction","m.Num.Load Shed 100+ MW","m.Num.Load Shed 100+MW","m.Num.Load Shed of 100+ MW","m.Num.Load Shed of 100+ MW Under Emergency Operational Policy","m.Num.Loss of 300+ MW Load","m.Num.Loss of 300+ MW Load; Severe Weather - Thunderstorms","m.Num.Loss of Part of a High Voltage Substation, Physical Attack","m.Num.Loss of Power from Wholesale Provider; Major Distribution Disruption","m.Num.Physcial Attack; Sabotage","m.Num.Physcial Attack; Vandalism","m.Num.Physical Attack - Vandalism","m.Num.Physical Attack - Vandalism, Theft","m.Num.Physical Attack; Copper Theft","m.Num.Physical Attack; Vandalism  ","m.Num.Physical Attack; Vandalism   ","m.Num.Physical Attack; Vandalism & Sabotage","m.Num.Public Appeal - Heatwave","m.Num.Sabotage; Vandalism","m.Num.Severe Weather - Fog","m.Num.Severe Weather - Hail Storm","m.Num.Severe Weather - Hailstorm","m.Num.Severe Weather - Heavy Winds","m.Num.Severe Weather - Ice and Snow Storm","m.Num.Severe Weather - Ice/Snow","m.Num.Severe Weather - Lightning","m.Num.Severe Weather - Lightning Strike","m.Num.Severe Weather - Storms and Wind","m.Num.Severe Weather - Tornadoes","m.Num.Severe Weather - Tornados","m.Num.Severe Weather - Wind Storm","m.Num.Severe Weather - Winter Storm Nemo","m.Num.System-wide voltage reductions of 3 percent or more","m.Num.Vandalism - Copper Wire Theft","m.Num.Vandalism/Theft","m.Num.Vandalism; Equipment Fault","m.Num.Voltage Reduction; Line and Generator Trip","m.Num.Distribution Interruption - Unknown Cause","m.Num.Electrical System Islanding","m.Num.Fuel Supply Emergency - Coal","m.Num.Fuel Supply Emergency - Hydro","m.Num.Fuel Supply Emergency - Natural Gas","m.Num.Fuel Supply Emergency due to Severe Weather - Cold","m.Num.Load shedding of 100 Megawatts","m.Num.Operational Failure of Electrical System","m.Num.Physical Attack - Sabatoge","m.Num.Physical Attack - Suspcious Activity","m.Num.Public Appeal due to Severe Weather - Cold","m.Num.Public Appeal to Reduce Electricity Usage - Wild Fires","m.Num.Public Appeal to Reduce Electricity Usage; Load Shed of 100 MW","m.Num.Severe Weather- High Winds","m.Num.Severe Weather - Cold","m.Num.Severe Weather - Ice","m.Num.Severe Weather - Snow/Ice","m.Num.Severe Weather - Thunderstorms/High Winds","m.Num.Severe Weather - Wind","m.Num.Suspected Physical Attack - Suspcious Activity","m.Num.Suspected Physical Attack - Vandalism","m.Num.Uncontrolled Loss of 300 Megawatts","m.Num.Voltage Reduction due to Severe Weather - Cold","m.Num.Voltage Reduction; Public Appeal due to Severe Weather - Cold","m.Num.Voltage Reduction; Public Appeal; Load Shed 100+MW due to Severe Weather - Cold","m.Num.Other","m.Num.Severe Weather - Winter","m.Num.Suspicious Activity ","m.Num.System Operations","m.Num.Cyber Attack","m.Num.Islanding","m.Num.Sabotage - Operator Action(s)","m.Num.Weather"
"2002",0,63500,242910,502809.2,255000,NA,NA,107500,0,469375.714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
